Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868050782,Randomly generated expenses for Education,Education,3,2016-01-23,Discover It,
1676311868050787,Randomly generated expenses for Home,Home,6,2016-01-24,Discover It,
1676311868050793,Randomly generated expenses for Food and Dining,Food and Dining,48,2016-01-25,Chase Freedom Flex,
1676311868050799,Randomly generated expenses for Book,Book,18,2016-01-26,Discover It,
1676311868050805,Randomly generated expenses for Misc Expenses,Misc Expenses,43,2016-01-27,Chase Freedom Flex,Justine
1676311868050811,Randomly generated expenses for Education,Education,20,2016-01-28,Amex Blue Cash Preferred,
1676311868050817,Randomly generated expenses for Home,Home,46,2016-01-29,Capital One Savor,
1676311868050823,Randomly generated expenses for Education,Education,5,2016-01-30,Discover It,Cara
1676311868050829,Randomly generated expenses for Food and Dining,Food and Dining,12,2016-01-31,Amex Blue Cash Preferred,
1676311868050835,Randomly generated expenses for Health and Fitness,Health and Fitness,39,2016-02-01,Amex Blue Cash Preferred,
1676311868050840,Randomly generated expenses for Uncategorized,Uncategorized,38,2016-02-01,Discover It,
1676311868050845,Randomly generated expenses for Utilities,Utilities,15,2016-02-01,Capital One Savor,
1676311868050851,Randomly generated expenses for Uncategorized,Uncategorized,36,2016-02-02,Schwab Investor Card,Cara
1676311868050857,Randomly generated expenses for Uncategorized,Uncategorized,21,2016-02-02,Chase Freedom Flex,
1676311868050862,Randomly generated expenses for Food and Dining,Food and Dining,11,2016-02-02,Chase Freedom Flex,
1676311868050868,Randomly generated expenses for Pet,Pet,20,2016-02-03,Discover It,
1676311868050873,Randomly generated expenses for Utilities,Utilities,16,2016-02-04,Discover It,
1676311868050880,Randomly generated expenses for Entertainment,Entertainment,10,2016-02-05,Schwab Investor Card,
1676311868050885,Randomly generated expenses for Kids,Kids,30,2016-02-06,Chase Freedom Flex,
1676311868050891,Randomly generated expenses for Uncategorized,Uncategorized,24,2016-02-06,Capital One Savor,
1676311868050896,Randomly generated expenses for Uncategorized,Uncategorized,24,2016-02-07,Capital One Savor,
1676311868050902,Randomly generated expenses for Kids,Kids,33,2016-02-08,Capital One Savor,
1676311868050907,Randomly generated expenses for Misc Expenses,Misc Expenses,22,2016-02-08,Chase Freedom Flex,
1676311868050912,Randomly generated expenses for Education,Education,12,2016-02-08,Amex Blue Cash Preferred,
1676311868050918,Randomly generated expenses for Food and Dining,Food and Dining,40,2016-02-09,Capital One Savor,
1676311868050924,Randomly generated expenses for Gift,Gift,19,2016-02-10,Chase Freedom Flex,
1676311868050929,Randomly generated expenses for Pet,Pet,30,2016-02-11,Discover It,
1676311868050935,Randomly generated expenses for Kids,Kids,30,2016-02-12,Chase Freedom Flex,
1676311868050940,Randomly generated expenses for Home,Home,49,2016-02-13,Chase Freedom Flex,
1676311868050946,Randomly generated expenses for Business Services,Business Services,34,2016-02-14,Chase Freedom Flex,
1676311868050952,Randomly generated expenses for Book,Book,38,2016-02-15,Amex Blue Cash Preferred,
1676311868050958,Randomly generated expenses for Food and Dining,Food and Dining,21,2016-02-16,Chase Freedom Flex,
1676311868050963,Randomly generated expenses for Taxes,Taxes,1,2016-02-16,Chase Freedom Flex,
1676311868050969,Randomly generated expenses for Book,Book,45,2016-02-17,Discover It,
1676311868050974,Randomly generated expenses for Personal Care,Personal Care,24,2016-02-17,Capital One Savor,
1676311868050983,Randomly generated expenses for Entertainment,Entertainment,5,2016-02-17,Amex Blue Cash Preferred,
1676311868050989,Randomly generated expenses for Transportation,Transportation,33,2016-02-18,Chase Freedom Flex,
1676311868050995,Randomly generated expenses for Education,Education,37,2016-02-19,Capital One Savor,
1676311868051001,Randomly generated expenses for Uncategorized,Uncategorized,33,2016-02-20,Amex Blue Cash Preferred,
1676311868051006,Randomly generated expenses for Uncategorized,Uncategorized,37,2016-02-21,Capital One Savor,
1676311868051012,Randomly generated expenses for Food and Dining,Food and Dining,7,2016-02-21,Schwab Investor Card,
1676311868051018,Randomly generated expenses for Transportation,Transportation,45,2016-02-22,Chase Freedom Flex,
1676311868051023,Randomly generated expenses for Transportation,Transportation,2,2016-02-22,Amex Blue Cash Preferred,Justine
1676311868051029,Randomly generated expenses for Transportation,Transportation,39,2016-02-23,Discover It,
1676311868051036,Randomly generated expenses for Kids,Kids,5,2016-02-24,Capital One Savor,
1676311868051042,Randomly generated expenses for Clothing,Clothing,48,2016-02-25,Discover It,
1676311868051048,Randomly generated expenses for Health and Fitness,Health and Fitness,19,2016-02-26,Chase Freedom Flex,
1676311868051055,Randomly generated expenses for Business Services,Business Services,35,2016-02-27,Discover It,
1676311868051061,Randomly generated expenses for Home,Home,23,2016-02-28,Discover It,
1676311868051067,Randomly generated expenses for Clothing,Clothing,49,2016-03-01,Chase Freedom Flex,
1676311868051072,Randomly generated expenses for Clothing,Clothing,44,2016-03-01,Discover It,
1676311868051078,Randomly generated expenses for Transportation,Transportation,50,2016-03-02,Chase Freedom Flex,
1676311868051084,Randomly generated expenses for Uncategorized,Uncategorized,10,2016-03-03,Capital One Savor,
1676311868051090,Randomly generated expenses for Shopping,Shopping,16,2016-03-04,Chase Freedom Flex,
1676311868051096,Randomly generated expenses for Pet,Pet,2,2016-03-05,Discover It,
1676311868051102,Randomly generated expenses for Entertainment,Entertainment,36,2016-03-06,Chase Freedom Flex,
1676311868051108,Randomly generated expenses for Utilities,Utilities,21,2016-03-07,Amex Blue Cash Preferred,
1676311868051113,Randomly generated expenses for Food and Dining,Food and Dining,6,2016-03-07,Chase Freedom Flex,
1676311868051119,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,44,2016-03-07,Chase Freedom Flex,
1676311868051124,Randomly generated expenses for Uncategorized,Uncategorized,41,2016-03-08,Discover It,
1676311868051130,Randomly generated expenses for Pet,Pet,37,2016-03-09,Chase Freedom Flex,
1676311868051135,Randomly generated expenses for Pet,Pet,21,2016-03-09,Discover It,
1676311868051141,Randomly generated expenses for Shopping,Shopping,30,2016-03-10,Discover It,
1676311868051146,Randomly generated expenses for Personal Care,Personal Care,6,2016-03-11,Chase Freedom Flex,
1676311868051152,Randomly generated expenses for Clothing,Clothing,33,2016-03-12,Chase Freedom Flex,
1676311868051158,Randomly generated expenses for Kids,Kids,21,2016-03-13,Schwab Investor Card,
1676311868051165,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,8,2016-03-14,Capital One Savor,
1676311868051170,Randomly generated expenses for Education,Education,36,2016-03-14,Chase Freedom Flex,
1676311868051176,Randomly generated expenses for Food and Dining,Food and Dining,41,2016-03-15,Discover It,Ronald
1676311868051182,Randomly generated expenses for Utilities,Utilities,9,2016-03-15,Discover It,
1676311868051187,Randomly generated expenses for Food and Dining,Food and Dining,33,2016-03-16,Discover It,Justine
1676311868051193,Randomly generated expenses for Clothing,Clothing,15,2016-03-17,Discover It,
1676311868051199,Randomly generated expenses for Financial,Financial,19,2016-03-18,Discover It,
1676311868051204,Randomly generated expenses for Food and Dining,Food and Dining,4,2016-03-19,Chase Freedom Flex,
1676311868051210,Randomly generated expenses for Food and Dining,Food and Dining,47,2016-03-20,Capital One Savor,
1676311868051216,Randomly generated expenses for Food and Dining,Food and Dining,8,2016-03-21,Amex Blue Cash Preferred,
1676311868051221,Randomly generated expenses for Food and Dining,Food and Dining,33,2016-03-21,Discover It,
1676311868051227,Randomly generated expenses for Shopping,Shopping,6,2016-03-22,Chase Freedom Flex,
1676311868051232,Randomly generated expenses for Food and Dining,Food and Dining,31,2016-03-23,Amex Blue Cash Preferred,
1676311868051237,Randomly generated expenses for Shopping,Shopping,31,2016-03-23,Amex Blue Cash Preferred,
1676311868051243,Randomly generated expenses for Uncategorized,Uncategorized,42,2016-03-24,Chase Freedom Flex,
1676311868051249,Randomly generated expenses for Gift,Gift,13,2016-03-25,Discover It,
1676311868051254,Randomly generated expenses for Entertainment,Entertainment,1,2016-03-25,Discover It,
1676311868051260,Randomly generated expenses for Kids,Kids,3,2016-03-26,Amex Blue Cash Preferred,
1676311868051265,Randomly generated expenses for Transportation,Transportation,20,2016-03-27,Discover It,
1676311868051270,Randomly generated expenses for Business Services,Business Services,2,2016-03-27,Discover It,
1676311868051276,Randomly generated expenses for Shopping,Shopping,41,2016-03-28,Amex Blue Cash Preferred,
1676311868051282,Randomly generated expenses for Book,Book,8,2016-03-29,Amex Blue Cash Preferred,
1676311868051287,Randomly generated expenses for Uncategorized,Uncategorized,43,2016-03-30,Schwab Investor Card,
1676311868051293,Randomly generated expenses for Entertainment,Entertainment,14,2016-03-31,Capital One Savor,Ronald
1676311868051299,Randomly generated expenses for Education,Education,50,2016-04-01,Chase Freedom Flex,
1676311868051304,Randomly generated expenses for Personal Care,Personal Care,24,2016-04-01,Discover It,
1676311868051310,Randomly generated expenses for Business Services,Business Services,36,2016-04-02,Amex Blue Cash Preferred,
1676311868051316,Randomly generated expenses for Utilities,Utilities,48,2016-04-03,Chase Freedom Flex,
1676311868051322,Randomly generated expenses for Education,Education,3,2016-04-04,Chase Freedom Flex,
1676311868051327,Randomly generated expenses for Food and Dining,Food and Dining,21,2016-04-05,Chase Freedom Flex,
1676311868051333,Randomly generated expenses for Health and Fitness,Health and Fitness,41,2016-04-06,Amex Blue Cash Preferred,
1676311868051339,Randomly generated expenses for Home,Home,33,2016-04-07,Capital One Savor,
1676311868051344,Randomly generated expenses for Utilities,Utilities,22,2016-04-07,Amex Blue Cash Preferred,
1676311868051350,Randomly generated expenses for Book,Book,48,2016-04-08,Capital One Savor,
1676311868051355,Randomly generated expenses for Fees and Chargers,Fees and Chargers,44,2016-04-09,Capital One Savor,
1676311868051361,Randomly generated expenses for Clothing,Clothing,20,2016-04-10,Amex Blue Cash Preferred,
1676311868051367,Randomly generated expenses for Personal Care,Personal Care,24,2016-04-11,Discover It,Justine
1676311868051374,Randomly generated expenses for Book,Book,10,2016-04-11,Discover It,
1676311868051379,Randomly generated expenses for Pet,Pet,44,2016-04-11,Amex Blue Cash Preferred,
1676311868051386,Randomly generated expenses for Entertainment,Entertainment,35,2016-04-12,Chase Freedom Flex,
1676311868051393,Randomly generated expenses for Home,Home,36,2016-04-13,Chase Freedom Flex,
1676311868051402,Randomly generated expenses for Utilities,Utilities,49,2016-04-13,Chase Freedom Flex,Sophia
1676311868051408,Randomly generated expenses for Gift,Gift,19,2016-04-13,Chase Freedom Flex,
1676311868051414,Randomly generated expenses for Entertainment,Entertainment,37,2016-04-14,Chase Freedom Flex,
1676311868051420,Randomly generated expenses for Utilities,Utilities,16,2016-04-15,Schwab Investor Card,
1676311868051425,Randomly generated expenses for Utilities,Utilities,8,2016-04-15,Capital One Savor,
1676311868051431,Randomly generated expenses for Kids,Kids,39,2016-04-16,Schwab Investor Card,
1676311868051437,Randomly generated expenses for Clothing,Clothing,45,2016-04-17,Discover It,
1676311868051443,Randomly generated expenses for Business Services,Business Services,9,2016-04-18,Discover It,
1676311868051449,Randomly generated expenses for Clothing,Clothing,31,2016-04-19,Amex Blue Cash Preferred,
1676311868051455,Randomly generated expenses for Utilities,Utilities,44,2016-04-20,Chase Freedom Flex,
1676311868051461,Randomly generated expenses for Business Services,Business Services,6,2016-04-21,Amex Blue Cash Preferred,
1676311868051466,Randomly generated expenses for Food and Dining,Food and Dining,29,2016-04-22,Discover It,Sophia
1676311868051472,Randomly generated expenses for Gift,Gift,10,2016-04-23,Schwab Investor Card,
1676311868051478,Randomly generated expenses for Food and Dining,Food and Dining,34,2016-04-24,Chase Freedom Flex,
1676311868051484,Randomly generated expenses for Utilities,Utilities,20,2016-04-25,Chase Freedom Flex,
1676311868051489,Randomly generated expenses for Business Services,Business Services,4,2016-04-25,Capital One Savor,
1676311868051494,Randomly generated expenses for Shopping,Shopping,34,2016-04-25,Chase Freedom Flex,
1676311868051500,Randomly generated expenses for Book,Book,47,2016-04-26,Amex Blue Cash Preferred,
1676311868051506,Randomly generated expenses for Taxes,Taxes,4,2016-04-27,Capital One Savor,
1676311868051511,Randomly generated expenses for Financial,Financial,8,2016-04-28,Chase Freedom Flex,
1676311868051517,Randomly generated expenses for Entertainment,Entertainment,22,2016-04-28,Chase Freedom Flex,
1676311868051522,Randomly generated expenses for Personal Care,Personal Care,23,2016-04-29,Capital One Savor,
1676311868051528,Randomly generated expenses for Transportation,Transportation,29,2016-04-30,Schwab Investor Card,
1676311868051535,Randomly generated expenses for Utilities,Utilities,19,2016-05-01,Chase Freedom Flex,
1676311868051543,Randomly generated expenses for Taxes,Taxes,6,2016-05-02,Discover It,
1676311868051549,Randomly generated expenses for Food and Dining,Food and Dining,49,2016-05-03,Schwab Investor Card,Sophia
1676311868051555,Randomly generated expenses for Financial,Financial,40,2016-05-04,Capital One Savor,Ronald
1676311868051561,Randomly generated expenses for Transportation,Transportation,27,2016-05-05,Amex Blue Cash Preferred,
1676311868051567,Randomly generated expenses for Health and Fitness,Health and Fitness,8,2016-05-06,Discover It,
1676311868051573,Randomly generated expenses for Business Services,Business Services,10,2016-05-07,Chase Freedom Flex,
1676311868051579,Randomly generated expenses for Utilities,Utilities,25,2016-05-08,Amex Blue Cash Preferred,
1676311868051584,Randomly generated expenses for Utilities,Utilities,12,2016-05-08,Chase Freedom Flex,
1676311868051590,Randomly generated expenses for Clothing,Clothing,13,2016-05-08,Capital One Savor,
1676311868051595,Randomly generated expenses for Book,Book,43,2016-05-09,Chase Freedom Flex,
1676311868051601,Randomly generated expenses for Home,Home,18,2016-05-10,Chase Freedom Flex,
1676311868051607,Randomly generated expenses for Shopping,Shopping,31,2016-05-11,Discover It,
1676311868051613,Randomly generated expenses for Book,Book,11,2016-05-12,Chase Freedom Flex,
1676311868051619,Randomly generated expenses for Shopping,Shopping,29,2016-05-13,Discover It,
1676311868051625,Randomly generated expenses for Business Services,Business Services,36,2016-05-14,Amex Blue Cash Preferred,
1676311868051630,Randomly generated expenses for Transportation,Transportation,7,2016-05-15,Chase Freedom Flex,
1676311868051636,Randomly generated expenses for Health and Fitness,Health and Fitness,47,2016-05-15,Chase Freedom Flex,
1676311868051642,Randomly generated expenses for Business Services,Business Services,10,2016-05-16,Discover It,Sophia
1676311868051648,Randomly generated expenses for Shopping,Shopping,27,2016-05-17,Chase Freedom Flex,
1676311868051654,Randomly generated expenses for Shopping,Shopping,39,2016-05-18,Chase Freedom Flex,
1676311868051659,Randomly generated expenses for Kids,Kids,10,2016-05-18,Chase Freedom Flex,
1676311868051664,Randomly generated expenses for Uncategorized,Uncategorized,20,2016-05-18,Chase Freedom Flex,Ronald
1676311868051670,Randomly generated expenses for Utilities,Utilities,40,2016-05-19,Chase Freedom Flex,
1676311868051676,Randomly generated expenses for Transportation,Transportation,9,2016-05-20,Amex Blue Cash Preferred,
1676311868051682,Randomly generated expenses for Food and Dining,Food and Dining,19,2016-05-21,Discover It,
1676311868051688,Randomly generated expenses for Shopping,Shopping,37,2016-05-22,Chase Freedom Flex,
1676311868051694,Randomly generated expenses for Uncategorized,Uncategorized,1,2016-05-23,Capital One Savor,
1676311868051721,Randomly generated expenses for Clothing,Clothing,48,2016-05-24,Chase Freedom Flex,
1676311868051727,Randomly generated expenses for Utilities,Utilities,45,2016-05-25,Chase Freedom Flex,
1676311868051733,Randomly generated expenses for Shopping,Shopping,15,2016-05-25,Amex Blue Cash Preferred,
1676311868051738,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,26,2016-05-25,Chase Freedom Flex,Ronald
1676311868051744,Randomly generated expenses for Personal Care,Personal Care,4,2016-05-26,Discover It,
1676311868051750,Randomly generated expenses for Shopping,Shopping,34,2016-05-27,Discover It,
1676311868051755,Randomly generated expenses for Food and Dining,Food and Dining,23,2016-05-27,Capital One Savor,
1676311868051761,Randomly generated expenses for Food and Dining,Food and Dining,15,2016-05-28,Discover It,Justine
1676311868051767,Randomly generated expenses for Financial,Financial,40,2016-05-29,Chase Freedom Flex,
1676311868051772,Randomly generated expenses for Taxes,Taxes,41,2016-05-29,Capital One Savor,
1676311868051778,Randomly generated expenses for Food and Dining,Food and Dining,35,2016-05-30,Amex Blue Cash Preferred,
1676311868051783,Randomly generated expenses for Taxes,Taxes,1,2016-05-31,Chase Freedom Flex,
1676311868051790,Randomly generated expenses for Taxes,Taxes,40,2016-06-01,Amex Blue Cash Preferred,
1676311868051796,Randomly generated expenses for Pet,Pet,14,2016-06-02,Discover It,
1676311868051802,Randomly generated expenses for Business Services,Business Services,35,2016-06-03,Schwab Investor Card,Sophia
1676311868051809,Randomly generated expenses for Kids,Kids,37,2016-06-04,Discover It,
1676311868051814,Randomly generated expenses for Transportation,Transportation,34,2016-06-05,Chase Freedom Flex,
1676311868051820,Randomly generated expenses for Fees and Chargers,Fees and Chargers,39,2016-06-06,Capital One Savor,
1676311868051827,Randomly generated expenses for Home,Home,32,2016-06-07,Discover It,
1676311868051833,Randomly generated expenses for Shopping,Shopping,30,2016-06-08,Amex Blue Cash Preferred,
1676311868051838,Randomly generated expenses for Entertainment,Entertainment,42,2016-06-08,Chase Freedom Flex,
1676311868051844,Randomly generated expenses for Food and Dining,Food and Dining,44,2016-06-09,Amex Blue Cash Preferred,
1676311868051850,Randomly generated expenses for Uncategorized,Uncategorized,15,2016-06-09,Discover It,
1676311868051855,Randomly generated expenses for Fees and Chargers,Fees and Chargers,27,2016-06-10,Discover It,
1676311868051861,Randomly generated expenses for Transportation,Transportation,20,2016-06-11,Capital One Savor,
1676311868051867,Randomly generated expenses for Book,Book,14,2016-06-12,Discover It,
1676311868051873,Randomly generated expenses for Health and Fitness,Health and Fitness,49,2016-06-13,Chase Freedom Flex,Sophia
1676311868051879,Randomly generated expenses for Clothing,Clothing,29,2016-06-14,Chase Freedom Flex,
1676311868051885,Randomly generated expenses for Book,Book,29,2016-06-15,Discover It,
1676311868051894,Randomly generated expenses for Shopping,Shopping,27,2016-06-15,Capital One Savor,
1676311868051899,Randomly generated expenses for Uncategorized,Uncategorized,45,2016-06-16,Chase Freedom Flex,
1676311868051905,Randomly generated expenses for Health and Fitness,Health and Fitness,20,2016-06-16,Discover It,
1676311868051911,Randomly generated expenses for Transportation,Transportation,19,2016-06-17,Amex Blue Cash Preferred,Cara
1676311868051916,Randomly generated expenses for Kids,Kids,15,2016-06-17,Amex Blue Cash Preferred,Cara
1676311868051922,Randomly generated expenses for Food and Dining,Food and Dining,30,2016-06-18,Discover It,
1676311868051929,Randomly generated expenses for Utilities,Utilities,16,2016-06-19,Chase Freedom Flex,
1676311868051934,Randomly generated expenses for Food and Dining,Food and Dining,30,2016-06-20,Discover It,Justine
1676311868051941,Randomly generated expenses for Shopping,Shopping,30,2016-06-21,Chase Freedom Flex,
1676311868051946,Randomly generated expenses for Food and Dining,Food and Dining,26,2016-06-22,Chase Freedom Flex,
1676311868051957,Randomly generated expenses for Uncategorized,Uncategorized,6,2016-06-23,Amex Blue Cash Preferred,Cara
1676311868051965,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,29,2016-06-24,Chase Freedom Flex,
1676311868051971,Randomly generated expenses for Uncategorized,Uncategorized,28,2016-06-25,Chase Freedom Flex,
1676311868051977,Randomly generated expenses for Utilities,Utilities,45,2016-06-26,Discover It,
1676311868051986,Randomly generated expenses for Food and Dining,Food and Dining,15,2016-06-27,Capital One Savor,Sophia
1676311868051995,Randomly generated expenses for Business Services,Business Services,35,2016-06-27,Capital One Savor,
1676311868052001,Randomly generated expenses for Shopping,Shopping,49,2016-06-28,Discover It,
1676311868052007,Randomly generated expenses for Kids,Kids,11,2016-06-29,Amex Blue Cash Preferred,
1676311868052014,Randomly generated expenses for Business Services,Business Services,6,2016-06-30,Chase Freedom Flex,
1676311868052020,Randomly generated expenses for Transportation,Transportation,33,2016-07-01,Discover It,
1676311868052026,Randomly generated expenses for Uncategorized,Uncategorized,41,2016-07-02,Discover It,
1676311868052032,Randomly generated expenses for Entertainment,Entertainment,44,2016-07-03,Chase Freedom Flex,
1676311868052038,Randomly generated expenses for Uncategorized,Uncategorized,23,2016-07-04,Capital One Savor,
1676311868052045,Randomly generated expenses for Clothing,Clothing,20,2016-07-05,Amex Blue Cash Preferred,Sophia
1676311868052051,Randomly generated expenses for Health and Fitness,Health and Fitness,47,2016-07-06,Discover It,
1676311868052056,Randomly generated expenses for Clothing,Clothing,3,2016-07-07,Chase Freedom Flex,
1676311868052062,Randomly generated expenses for Kids,Kids,22,2016-07-08,Capital One Savor,
1676311868052068,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,12,2016-07-09,Chase Freedom Flex,
1676311868052076,Randomly generated expenses for Gift,Gift,40,2016-07-10,Discover It,
1676311868052081,Randomly generated expenses for Food and Dining,Food and Dining,21,2016-07-11,Capital One Savor,
1676311868052087,Randomly generated expenses for Education,Education,49,2016-07-12,Chase Freedom Flex,
1676311868052093,Randomly generated expenses for Utilities,Utilities,18,2016-07-13,Amex Blue Cash Preferred,
1676311868052098,Randomly generated expenses for Shopping,Shopping,34,2016-07-13,Capital One Savor,
1676311868052104,Randomly generated expenses for Kids,Kids,50,2016-07-14,Chase Freedom Flex,
1676311868052110,Randomly generated expenses for Kids,Kids,37,2016-07-15,Discover It,
1676311868052115,Randomly generated expenses for Utilities,Utilities,33,2016-07-16,Schwab Investor Card,
1676311868052121,Randomly generated expenses for Clothing,Clothing,13,2016-07-17,Schwab Investor Card,
1676311868052127,Randomly generated expenses for Taxes,Taxes,39,2016-07-18,Chase Freedom Flex,
1676311868052132,Randomly generated expenses for Home,Home,18,2016-07-18,Discover It,
1676311868052137,Randomly generated expenses for Health and Fitness,Health and Fitness,22,2016-07-19,Schwab Investor Card,
1676311868052143,Randomly generated expenses for Business Services,Business Services,19,2016-07-20,Amex Blue Cash Preferred,
1676311868052149,Randomly generated expenses for Fees and Chargers,Fees and Chargers,25,2016-07-21,Capital One Savor,
1676311868052154,Randomly generated expenses for Gift,Gift,1,2016-07-22,Amex Blue Cash Preferred,
1676311868052160,Randomly generated expenses for Utilities,Utilities,13,2016-07-23,Chase Freedom Flex,
1676311868052166,Randomly generated expenses for Health and Fitness,Health and Fitness,6,2016-07-24,Chase Freedom Flex,Justine
1676311868052172,Randomly generated expenses for Home,Home,41,2016-07-25,Chase Freedom Flex,
1676311868052177,Randomly generated expenses for Shopping,Shopping,26,2016-07-26,Discover It,
1676311868052183,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,15,2016-07-27,Capital One Savor,
1676311868052189,Randomly generated expenses for Kids,Kids,6,2016-07-28,Discover It,Sophia
1676311868052195,Randomly generated expenses for Shopping,Shopping,39,2016-07-29,Chase Freedom Flex,
1676311868052200,Randomly generated expenses for Shopping,Shopping,4,2016-07-30,Chase Freedom Flex,
1676311868052206,Randomly generated expenses for Shopping,Shopping,30,2016-07-31,Discover It,
1676311868052211,Randomly generated expenses for Pet,Pet,20,2016-07-31,Capital One Savor,
1676311868052217,Randomly generated expenses for Health and Fitness,Health and Fitness,2,2016-08-01,Schwab Investor Card,
1676311868052222,Randomly generated expenses for Food and Dining,Food and Dining,22,2016-08-01,Capital One Savor,
1676311868052229,Randomly generated expenses for Shopping,Shopping,27,2016-08-02,Capital One Savor,
1676311868052234,Randomly generated expenses for Clothing,Clothing,40,2016-08-02,Capital One Savor,
1676311868052240,Randomly generated expenses for Food and Dining,Food and Dining,41,2016-08-03,Chase Freedom Flex,
1676311868052245,Randomly generated expenses for Personal Care,Personal Care,37,2016-08-04,Discover It,
1676311868052251,Randomly generated expenses for Health and Fitness,Health and Fitness,32,2016-08-05,Chase Freedom Flex,Ronald
1676311868052257,Randomly generated expenses for Pet,Pet,27,2016-08-06,Discover It,
1676311868052262,Randomly generated expenses for Food and Dining,Food and Dining,2,2016-08-07,Chase Freedom Flex,
1676311868052268,Randomly generated expenses for Misc Expenses,Misc Expenses,49,2016-08-08,Capital One Savor,
1676311868052274,Randomly generated expenses for Entertainment,Entertainment,14,2016-08-09,Discover It,
1676311868052281,Randomly generated expenses for Shopping,Shopping,37,2016-08-09,Chase Freedom Flex,
1676311868052287,Randomly generated expenses for Food and Dining,Food and Dining,3,2016-08-10,Chase Freedom Flex,Justine
1676311868052293,Randomly generated expenses for Transportation,Transportation,34,2016-08-11,Amex Blue Cash Preferred,
1676311868052300,Randomly generated expenses for Book,Book,18,2016-08-11,Amex Blue Cash Preferred,
1676311868052306,Randomly generated expenses for Clothing,Clothing,8,2016-08-12,Discover It,
1676311868052311,Randomly generated expenses for Misc Expenses,Misc Expenses,46,2016-08-13,Chase Freedom Flex,
1676311868052317,Randomly generated expenses for Kids,Kids,48,2016-08-14,Chase Freedom Flex,
1676311868052322,Randomly generated expenses for Shopping,Shopping,1,2016-08-14,Amex Blue Cash Preferred,
1676311868052327,Randomly generated expenses for Fees and Chargers,Fees and Chargers,15,2016-08-14,Amex Blue Cash Preferred,
1676311868052333,Randomly generated expenses for Book,Book,37,2016-08-15,Chase Freedom Flex,
1676311868052339,Randomly generated expenses for Food and Dining,Food and Dining,44,2016-08-16,Amex Blue Cash Preferred,
1676311868052344,Randomly generated expenses for Utilities,Utilities,20,2016-08-17,Chase Freedom Flex,
1676311868052350,Randomly generated expenses for Personal Care,Personal Care,20,2016-08-18,Schwab Investor Card,
1676311868052355,Randomly generated expenses for Food and Dining,Food and Dining,8,2016-08-18,Schwab Investor Card,
1676311868052361,Randomly generated expenses for Personal Care,Personal Care,44,2016-08-19,Chase Freedom Flex,
1676311868052367,Randomly generated expenses for Transportation,Transportation,40,2016-08-20,Chase Freedom Flex,
1676311868052372,Randomly generated expenses for Personal Care,Personal Care,24,2016-08-20,Capital One Savor,
1676311868052379,Randomly generated expenses for Shopping,Shopping,23,2016-08-21,Capital One Savor,
1676311868052384,Randomly generated expenses for Clothing,Clothing,3,2016-08-21,Discover It,
1676311868052390,Randomly generated expenses for Kids,Kids,42,2016-08-22,Capital One Savor,
1676311868052395,Randomly generated expenses for Transportation,Transportation,25,2016-08-23,Chase Freedom Flex,
1676311868052401,Randomly generated expenses for Home,Home,5,2016-08-24,Amex Blue Cash Preferred,
1676311868052407,Randomly generated expenses for Personal Care,Personal Care,26,2016-08-25,Chase Freedom Flex,
1676311868052412,Randomly generated expenses for Utilities,Utilities,22,2016-08-25,Chase Freedom Flex,
1676311868052427,Randomly generated expenses for Uncategorized,Uncategorized,49,2016-08-26,Capital One Savor,
1676311868052432,Randomly generated expenses for Pet,Pet,39,2016-08-27,Chase Freedom Flex,
1676311868052438,Randomly generated expenses for Home,Home,12,2016-08-28,Discover It,Ronald
1676311868052443,Randomly generated expenses for Transportation,Transportation,35,2016-08-28,Amex Blue Cash Preferred,
1676311868052449,Randomly generated expenses for Entertainment,Entertainment,14,2016-08-29,Schwab Investor Card,
1676311868052454,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,12,2016-08-30,Discover It,
1676311868052460,Randomly generated expenses for Transportation,Transportation,26,2016-08-31,Discover It,
1676311868052466,Randomly generated expenses for Pet,Pet,44,2016-09-01,Capital One Savor,
1676311868052471,Randomly generated expenses for Food and Dining,Food and Dining,33,2016-09-02,Discover It,
1676311868052477,Randomly generated expenses for Health and Fitness,Health and Fitness,2,2016-09-03,Amex Blue Cash Preferred,
1676311868052482,Randomly generated expenses for Shopping,Shopping,23,2016-09-04,Chase Freedom Flex,
1676311868052488,Randomly generated expenses for Uncategorized,Uncategorized,16,2016-09-05,Amex Blue Cash Preferred,
1676311868052493,Randomly generated expenses for Education,Education,27,2016-09-06,Discover It,Justine
1676311868052499,Randomly generated expenses for Entertainment,Entertainment,5,2016-09-07,Discover It,
1676311868052505,Randomly generated expenses for Kids,Kids,21,2016-09-08,Chase Freedom Flex,
1676311868052510,Randomly generated expenses for Health and Fitness,Health and Fitness,2,2016-09-09,Amex Blue Cash Preferred,
1676311868052516,Randomly generated expenses for Clothing,Clothing,6,2016-09-10,Discover It,
